Date,Ticker,Sector,Open,High,Low,Close,Volume,Market_Cap_B,PE_Ratio,Dividend_Yield,Beta
2023-07-19,MSFT,Technology,211.56,213.73,208.68,211.43,1021145.2092532652,180.62,4.71,0.915,1.82
2023-07-20,MSFT,Technology,207.33,209.71,203.93,206.92,1772650.9574250684,457.67,25.52,0.0,1.61
2023-07-21,MSFT,Technology,203.44,206.61,201.88,204.21,1563194.8469147123,305.21,18.79,2.53,1.45
2023-07-24,MSFT,Technology,201.06,202.52,200.89,201.56,5437016.793137084,282.07,15.07,0.961,1.46
2023-07-25,MSFT,Technology,201.45,204.0,200.47,202.18,2031937.495512262,455.88,21.01,0.912,1.52
2023-07-26,MSFT,Technology,203.66,204.98,202.73,203.89,2835209.893732291,594.87,17.82,3.052,1.04
2023-07-27,MSFT,Technology,205.17,207.6,202.64,205.61,10805480.149926314,462.47,23.69,0.998,0.96
2023-07-28,MSFT,Technology,203.76,203.32,203.26,203.29,7164269.697044393,229.37,22.21,1.347,1.03
2023-07-31,MSFT,Technology,205.62,207.82,205.51,206.42,8566238.331373073,363.08,27.34,1.717,1.5
2023-08-01,MSFT,Technology,211.16,212.81,209.01,210.62,1979059.2679029403,344.4,22.0,2.006,1.01
2023-08-02,MSFT,Technology,208.94,211.75,206.84,209.9,469773.803647725,308.51,5.44,1.549,1.31
2023-08-03,MSFT,Technology,205.96,207.41,205.65,206.58,2478422.2071221913,129.43,16.71,0.0,1.29
2023-08-04,MSFT,Technology,207.66,207.81,206.19,207.05,1193064.5531270106,172.72,16.31,2.32,0.81
2023-08-07,MSFT,Technology,214.87,215.78,213.17,214.35,838328.5769886011,421.62,14.78,1.009,0.49
2023-08-08,MSFT,Technology,210.82,213.96,208.02,210.87,7203452.470726325,280.45,23.94,1.889,0.5
2023-08-09,MSFT,Technology,208.3,209.72,208.82,209.25,1751014.5155395598,471.16,31.27,1.871,1.55
2023-08-10,MSFT,Technology,209.82,210.86,207.98,209.58,1858734.2813496715,515.82,25.59,3.369,1.54
2023-08-11,MSFT,Technology,211.35,213.53,209.52,211.55,2530595.8091814183,215.14,15.27,2.271,1.34
2023-08-14,MSFT,Technology,204.6,206.02,203.93,204.98,10350507.759148035,523.79,10.93,1.354,1.21
2023-08-15,MSFT,Technology,209.7,210.58,208.45,209.4,2919345.5356727196,568.66,18.51,0.379,1.26
2023-08-16,MSFT,Technology,213.74,214.85,212.42,213.88,6363650.256395301,606.82,21.76,1.77,1.65
2023-08-17,MSFT,Technology,211.71,214.29,210.45,212.57,2621501.6617450304,497.63,25.79,3.571,1.39
2023-08-18,MSFT,Technology,222.85,223.72,220.68,221.93,1081302.2751785913,604.81,32.27,1.556,0.37
2023-08-21,MSFT,Technology,227.07,230.0,224.03,226.44,1421345.845568191,256.64,8.4,2.035,1.57
2023-08-22,MSFT,Technology,229.83,233.74,227.94,,3260363.9999695276,669.31,20.67,1.384,0.75
2023-08-23,MSFT,Technology,235.46,237.79,233.96,235.41,3524837.4970990447,271.77,21.87,1.115,0.93
2023-08-24,MSFT,Technology,238.93,242.2,237.86,239.93,4779741.157600268,183.64,29.38,1.344,1.51
2023-08-25,MSFT,Technology,240.83,242.19,237.76,240.02,4781129.487401667,543.38,34.3,2.471,1.22
2023-08-28,MSFT,Technology,239.99,240.68,238.1,239.72,6138640.836043133,440.73,26.91,1.068,1.46
2023-08-29,MSFT,Technology,235.5,237.96,234.69,236.27,1908052.4055085343,141.86,22.73,2.181,1.05
2023-08-30,MSFT,Technology,233.13,235.05,233.56,234.25,11746349.953081794,263.33,23.33,2.696,1.46
2023-08-31,MSFT,Technology,232.16,237.14,228.63,233.25,12523660.66898646,569.07,24.83,1.573,1.11
2023-09-01,MSFT,Technology,233.68,236.96,230.74,233.66,2270759.7610602425,517.37,20.8,0.161,1.62
2023-09-04,MSFT,Technology,240.36,240.36,239.18,239.8,,216.19,17.76,0.0,0.89
2023-09-05,MSFT,Technology,231.02,234.45,229.89,231.9,937182.4351102425,451.83,16.0,2.206,1.39
2023-09-06,MSFT,Technology,236.39,237.43,236.66,237.05,3684415.256813546,173.82,16.79,1.032,1.08
2023-09-07,MSFT,Technology,232.98,236.11,231.36,233.38,4487049.546290846,319.03,17.61,1.819,0.9
2023-09-08,MSFT,Technology,232.5,233.29,233.01,233.15,2179206.18183611,119.53,20.05,3.601,0.61
2023-09-11,MSFT,Technology,230.36,231.67,229.64,230.61,3984551.0209062914,306.82,26.08,2.451,1.62
2023-09-12,MSFT,Technology,237.76,240.01,235.19,237.62,1237409.3799788095,677.5,15.4,1.168,0.87
2023-09-13,MSFT,Technology,236.32,238.9,232.81,235.88,6435703.021180392,391.17,47.12,1.32,1.52
2023-09-14,MSFT,Technology,239.12,239.56,235.69,238.02,2254222.0785956467,502.86,12.09,0.352,1.18
2023-09-15,MSFT,Technology,241.4,243.61,237.39,240.37,4001307.5672790944,406.8,20.89,0.0,1.08
2023-09-18,MSFT,Technology,236.24,236.75,235.71,236.07,3787095.532286728,126.29,28.57,3.039,1.0
2023-09-19,MSFT,Technology,236.42,238.83,233.73,235.87,828764.0074519346,577.92,8.72,1.607,2.07
2023-09-20,MSFT,Technology,241.67,242.36,238.66,240.58,5860952.707385436,721.67,11.32,3.142,1.51
2023-09-21,MSFT,Technology,236.4,242.67,233.51,237.39,1887737.663949673,410.36,30.83,0.884,1.18
2023-09-22,MSFT,Technology,239.51,242.36,239.52,240.7,3766863.5879009278,395.43,21.98,1.736,0.91
2023-09-25,MSFT,Technology,238.47,241.94,237.79,239.6,1218442.2185699432,147.74,16.01,0.0,1.08
2023-09-26,MSFT,Technology,244.38,246.35,241.82,244.23,2337134.042619234,139.6,35.72,0.0,1.81
2023-09-27,MSFT,Technology,251.89,254.11,248.17,251.23,4215480.7795002395,704.58,36.94,1.495,1.38
2023-09-28,MSFT,Technology,243.01,245.3,240.46,243.33,1535686.4670977404,560.24,15.96,3.786,0.88
2023-09-29,MSFT,Technology,238.4,241.71,234.85,238.29,1595713.771108024,175.84,27.03,1.347,1.21
2023-10-02,MSFT,Technology,236.83,238.66,233.82,236.79,3568113.847063746,152.04,21.7,2.232,1.76
2023-10-03,MSFT,Technology,241.52,242.92,241.93,242.5,2907313.106888209,424.71,24.49,2.274,1.28
2023-10-04,MSFT,Technology,244.3,245.49,244.15,244.74,4174533.738056174,385.03,19.9,0.99,1.58
2023-10-05,MSFT,Technology,238.88,241.3,238.68,240.04,2526978.4915296533,630.66,14.32,1.938,0.66
2023-10-06,MSFT,Technology,241.87,244.16,240.76,242.81,5121966.498278427,371.46,26.29,1.722,0.51
2023-10-09,MSFT,Technology,240.18,241.07,238.59,239.43,2198159.9961610404,407.97,8.77,1.512,1.56
2023-10-10,MSFT,Technology,243.74,244.79,241.35,242.94,4965106.026554406,338.87,30.29,1.884,1.44
2023-10-11,MSFT,Technology,245.94,246.41,243.23,245.2,1732806.2307828227,559.69,23.7,1.789,0.98
2023-10-12,MSFT,Technology,242.32,244.67,239.1,241.77,2131435.664116448,520.61,14.72,2.596,1.25
2023-10-13,MSFT,Technology,242.39,242.5,241.08,241.68,5451872.219951371,205.59,14.93,1.315,1.04
2023-10-16,MSFT,Technology,247.01,248.23,244.96,246.59,2280564.5477806674,677.05,21.74,2.924,1.14
2023-10-17,MSFT,Technology,239.7,240.75,237.21,239.3,1439978.533457128,155.49,16.02,0.484,1.59
2023-10-18,MSFT,Technology,241.02,242.22,237.61,240.62,10974457.787310923,352.84,18.3,1.634,1.03
2023-10-19,MSFT,Technology,236.56,238.89,233.96,236.52,3189601.884154707,381.28,29.4,2.877,1.43
2023-10-20,MSFT,Technology,236.3,238.92,232.62,236.63,4547173.795228834,341.95,29.57,0.98,0.52
2023-10-23,MSFT,Technology,239.08,239.97,237.13,238.53,671013.0015774103,191.67,27.47,1.661,1.62
2023-10-24,MSFT,Technology,245.88,246.38,246.38,246.38,8304150.480564414,249.27,12.87,0.354,1.22
2023-10-25,MSFT,Technology,246.55,248.49,244.45,246.45,20839518.006294344,124.5,22.75,2.388,1.01
2023-10-26,MSFT,Technology,252.23,252.84,252.05,252.4,7799168.766515045,333.03,26.41,3.412,0.79
2023-10-27,MSFT,Technology,248.62,252.52,244.48,249.18,8617382.067982305,477.06,14.03,2.967,1.12
2023-10-30,MSFT,Technology,248.55,248.73,246.31,247.38,2455549.402123291,436.05,11.31,1.119,0.95
2023-10-31,MSFT,Technology,249.27,252.92,247.21,249.88,3899177.183548377,379.92,8.45,0.484,1.18
2023-11-01,MSFT,Technology,250.38,253.34,247.66,,4600400.885868588,547.91,21.95,1.765,1.38
2023-11-02,MSFT,Technology,248.87,251.34,247.61,249.72,2006039.5689206726,651.25,21.03,2.614,0.72
2023-11-03,MSFT,Technology,249.27,252.79,243.69,248.47,2997108.0550564174,227.81,20.2,0.0,0.83
2023-11-06,MSFT,Technology,254.16,255.92,251.88,253.95,1622217.8922701096,423.87,37.3,0.375,1.73
2023-11-07,MSFT,Technology,253.24,254.35,251.64,252.95,2478454.253426119,262.7,22.3,0.531,1.21
2023-11-08,MSFT,Technology,249.79,249.73,247.99,249.0,5889160.991820975,681.81,27.32,2.43,0.95
2023-11-09,MSFT,Technology,245.38,247.69,244.01,245.76,949761.589953026,477.48,18.16,2.518,0.61
2023-11-10,MSFT,Technology,247.81,250.37,246.89,248.57,6370398.123509991,502.16,24.44,0.58,0.42
2023-11-13,MSFT,Technology,256.94,258.88,256.36,257.72,1083652.215360233,424.99,30.33,0.397,0.56
2023-11-14,MSFT,Technology,256.33,257.35,253.88,255.74,3391284.740438331,146.35,22.29,1.666,0.13
2023-11-15,MSFT,Technology,265.01,267.21,261.16,264.71,3614284.9598445655,489.3,22.12,0.0,0.58
2023-11-16,MSFT,Technology,264.07,267.23,262.13,264.85,4881540.261256862,439.61,15.49,0.816,1.58
2023-11-17,MSFT,Technology,262.91,267.17,260.58,263.85,2880924.584945095,232.73,23.57,2.339,1.16
2023-11-20,MSFT,Technology,259.2,261.98,257.91,260.19,1573344.0231315,419.74,27.47,0.0,1.69
2023-11-21,MSFT,Technology,259.88,260.9,258.1,259.55,3719711.2877267245,327.68,10.64,0.0,1.41
2023-11-22,MSFT,Technology,255.31,259.86,253.49,256.59,14957956.333001377,160.99,26.81,3.734,1.01
2023-11-23,MSFT,Technology,252.12,254.71,252.34,253.34,3236210.4496567384,310.0,19.95,1.553,1.43
2023-11-24,MSFT,Technology,246.54,247.48,245.83,246.82,1763897.4960167448,564.95,19.44,0.852,0.73
2023-11-27,MSFT,Technology,254.45,256.48,250.57,253.96,2357234.3141654986,208.93,16.98,2.301,0.6
2023-11-28,MSFT,Technology,258.97,260.54,256.58,258.47,3631537.1679746746,423.48,13.76,1.676,1.34
2023-11-29,MSFT,Technology,259.59,263.09,255.5,259.77,2708661.341110372,143.91,27.04,0.722,1.03
2023-11-30,MSFT,Technology,259.85,262.54,257.33,259.35,2457593.066497397,643.27,25.61,1.82,1.0
2023-12-01,MSFT,Technology,259.57,261.16,258.43,259.51,8278749.448222455,249.45,9.5,1.973,0.19
2023-12-04,MSFT,Technology,257.69,258.52,253.6,256.47,4695415.671056164,162.43,24.87,3.637,0.89
2023-12-05,MSFT,Technology,251.15,256.71,248.4,252.0,3008753.542020261,695.08,28.2,2.258,1.32
2023-12-06,MSFT,Technology,255.32,257.97,252.29,255.06,3024931.4709683633,493.39,26.61,0.29,0.41
2023-12-07,MSFT,Technology,254.15,256.79,251.8,254.17,3690325.3470940692,561.51,24.49,2.069,0.31
2023-12-08,MSFT,Technology,254.89,256.66,254.76,255.68,4839006.754357753,236.64,34.06,1.01,1.34
2023-12-11,MSFT,Technology,249.68,253.83,246.56,249.05,8021375.465323675,146.58,21.18,2.405,1.62
2023-12-12,MSFT,Technology,247.41,250.85,244.21,247.97,2450153.9053938417,278.67,13.24,1.526,0.96
2023-12-13,MSFT,Technology,243.28,244.98,242.18,243.57,1629697.844185622,503.0,29.14,0.993,0.9
2023-12-14,MSFT,Technology,245.32,250.12,241.99,245.63,2214915.0723005696,731.94,15.28,0.887,-0.35
2023-12-15,MSFT,Technology,249.07,251.63,247.08,249.71,1771054.0796585293,234.07,38.74,0.543,1.64
2023-12-18,MSFT,Technology,255.54,257.03,254.85,255.72,1123315.1000229043,247.0,27.74,0.0,1.04
2023-12-19,MSFT,Technology,253.25,255.07,252.21,253.32,8775019.865662891,459.52,36.17,1.749,1.29
2023-12-20,MSFT,Technology,249.54,251.36,245.78,248.93,5945887.057115507,135.44,39.63,2.259,1.15
2023-12-21,MSFT,Technology,248.09,248.45,246.15,247.43,661019.1831712868,619.13,26.05,0.0,0.75
2023-12-22,MSFT,Technology,244.0,245.89,244.07,244.84,3807802.4943624404,405.97,18.87,0.34,0.99
2023-12-25,MSFT,Technology,246.93,247.82,244.82,246.7,2511236.3672080413,687.71,19.93,2.414,1.59
2023-12-26,MSFT,Technology,242.29,242.4,239.34,241.34,2310245.073297378,583.88,24.11,1.496,0.68
2023-12-27,MSFT,Technology,233.81,236.22,233.94,234.73,573455.1274529832,658.05,4.55,0.803,1.13
2023-12-28,MSFT,Technology,233.53,235.24,232.53,233.59,3211759.918087443,354.98,25.72,1.4,1.77
2023-12-29,MSFT,Technology,237.06,239.87,233.33,236.47,3449884.8576186197,539.9,31.86,2.262,1.61
2024-01-01,MSFT,Technology,233.01,234.14,231.0,232.75,1434279.3950713747,254.39,25.01,2.228,1.3
2024-01-02,MSFT,Technology,235.13,237.09,235.12,236.08,10179865.000928722,679.55,25.62,1.491,0.62
2024-01-03,MSFT,Technology,237.37,238.65,235.95,237.62,5688427.41857889,463.7,29.49,0.935,1.42
2024-01-04,MSFT,Technology,243.69,245.58,242.01,243.67,1549688.670617929,729.27,29.51,2.556,0.74
2024-01-05,MSFT,Technology,241.9,242.57,238.98,240.71,6690072.448574453,452.18,14.93,0.915,1.18
2024-01-08,MSFT,Technology,233.94,236.23,233.35,234.69,2359858.4772083284,601.36,29.05,0.0,1.2
2024-01-09,MSFT,Technology,238.25,238.91,234.27,237.1,6841898.6021797,318.64,24.47,1.407,1.32
2024-01-10,MSFT,Technology,238.04,240.48,236.3,238.33,1190604.4995992605,354.87,21.78,0.551,1.13
2024-01-11,MSFT,Technology,238.55,241.36,237.66,239.27,3682281.923044935,290.95,28.85,1.733,2.0
2024-01-12,MSFT,Technology,235.22,237.67,232.72,,1395287.399992273,456.91,23.29,2.953,1.08
2024-01-15,MSFT,Technology,238.78,242.92,234.82,238.51,1819076.070105363,503.57,26.74,2.248,1.31
2024-01-16,MSFT,Technology,235.58,236.81,235.39,236.26,845627.97309274,236.05,13.18,3.602,1.43
2024-01-17,MSFT,Technology,236.7,237.63,236.71,237.19,1377637.9384640774,709.93,20.61,0.629,1.24
2024-01-18,MSFT,Technology,236.45,237.44,234.36,235.61,1372017.1434325487,551.91,24.67,1.134,1.37
2024-01-19,MSFT,Technology,238.3,239.72,234.25,237.11,1257020.1125824964,170.81,29.36,2.781,0.64
2024-01-22,MSFT,Technology,232.32,234.47,230.29,232.74,3730415.797804777,673.86,9.75,1.387,1.08
2024-01-23,MSFT,Technology,233.94,237.12,231.53,234.77,949477.5612024383,553.21,31.72,0.39,1.22
2024-01-24,MSFT,Technology,238.1,239.2,235.9,237.4,4029557.9980306835,580.08,36.68,0.0,1.35
2024-01-25,MSFT,Technology,238.25,238.04,237.98,238.01,6610195.066691855,555.82,20.48,1.542,1.14
2024-01-26,MSFT,Technology,243.46,245.11,243.75,244.44,1754441.7611387146,653.03,29.33,1.327,1.5
2024-01-29,MSFT,Technology,246.51,248.55,243.68,245.42,3080297.567457051,434.18,11.5,0.0,1.17
2024-01-30,MSFT,Technology,248.15,253.01,247.07,249.2,2584517.0251412387,203.42,23.92,3.119,1.28
2024-01-31,MSFT,Technology,250.05,249.83,249.65,249.74,2450836.6852937867,605.03,11.96,0.0,1.1
2024-02-01,MSFT,Technology,253.04,257.17,248.95,253.23,546426.7576379625,487.83,36.33,2.638,1.39
2024-02-02,MSFT,Technology,247.33,250.23,245.3,247.19,1485458.0271813197,291.39,18.38,0.579,0.24
2024-02-05,MSFT,Technology,246.79,249.14,245.53,247.5,9092843.949964574,475.42,22.82,1.518,0.83
2024-02-06,MSFT,Technology,243.67,244.25,242.12,243.21,4100791.6827502735,345.35,2.55,2.806,1.31
2024-02-07,MSFT,Technology,245.05,246.36,239.77,243.92,2760817.471871643,234.63,19.77,2.123,1.19
2024-02-08,MSFT,Technology,245.49,247.62,242.76,245.59,794514.0946607204,453.53,-2.75,0.963,1.09
2024-02-09,MSFT,Technology,249.0,251.81,247.07,248.94,4951583.258462894,354.14,20.43,2.056,1.17
2024-02-12,MSFT,Technology,250.41,252.33,250.06,251.07,1726907.5160200917,179.38,17.03,0.0,1.7
2024-02-13,MSFT,Technology,250.87,254.12,246.65,249.89,1374735.77163135,401.94,20.03,1.544,1.51
2024-02-14,MSFT,Technology,248.21,249.29,245.64,247.05,1474668.020709435,482.43,18.28,0.826,0.94
2024-02-15,MSFT,Technology,238.64,240.25,236.49,237.96,4673660.640511623,671.14,9.99,0.0,1.14
2024-02-16,MSFT,Technology,238.49,240.38,236.32,238.39,3110601.9791948334,277.78,34.13,0.0,0.27
2024-02-19,MSFT,Technology,244.01,243.68,241.84,242.9,5987700.7702570595,464.38,12.78,1.274,1.05
2024-02-20,MSFT,Technology,242.65,246.13,241.05,243.49,7188584.694298155,136.61,19.11,1.236,1.56
2024-02-21,MSFT,Technology,243.28,245.66,241.51,243.33,1948114.5325706338,557.41,16.47,2.759,1.23
2024-02-22,MSFT,Technology,244.15,245.54,242.53,244.06,3172762.8886829745,294.13,20.07,2.609,0.47
2024-02-23,MSFT,Technology,242.69,244.1,240.76,242.71,2644225.1161100375,180.88,8.84,0.0,0.65
2024-02-26,MSFT,Technology,244.38,246.07,242.31,243.64,1260150.2216811231,167.31,27.76,1.011,0.77
2024-02-27,MSFT,Technology,242.65,245.59,239.51,242.23,1393677.6506945048,512.14,19.19,1.556,0.57
2024-02-28,MSFT,Technology,238.03,240.49,237.82,238.92,2914123.5695656193,262.6,17.45,2.66,0.52
2024-02-29,MSFT,Technology,238.43,240.9,236.37,238.8,3141007.1167971236,651.18,17.66,1.311,1.42
2024-03-01,MSFT,Technology,238.21,241.07,236.22,238.59,3145809.4002114637,510.91,20.11,0.041,0.56
2024-03-04,MSFT,Technology,246.08,247.23,244.31,245.92,3149264.130622915,342.81,34.38,1.966,1.8
2024-03-05,MSFT,Technology,242.42,243.79,242.11,242.92,1846502.7362268893,285.0,31.26,2.879,1.37
2024-03-06,MSFT,Technology,241.54,243.83,241.43,242.47,14432694.616569659,663.86,12.96,0.54,1.79
2024-03-07,MSFT,Technology,242.02,243.25,239.47,241.65,3844915.997901363,339.24,29.11,2.551,0.48
2024-03-08,MSFT,Technology,240.93,241.62,238.35,240.08,2185010.041218104,675.33,28.36,3.216,1.2
2024-03-11,MSFT,Technology,243.27,243.81,240.97,242.22,4332353.585273526,250.89,28.75,1.078,1.11
2024-03-12,MSFT,Technology,252.25,253.32,249.42,251.07,1801522.8460211637,427.88,16.81,0.496,1.49
2024-03-13,MSFT,Technology,250.66,252.19,247.42,249.95,3330774.0017744577,261.87,23.01,2.404,0.57
2024-03-14,MSFT,Technology,251.28,254.92,249.21,252.19,4327441.486330448,684.45,36.78,2.163,1.68
2024-03-15,MSFT,Technology,245.52,245.79,243.65,244.65,4807345.6741025755,128.89,20.81,2.721,1.1
2024-03-18,MSFT,Technology,243.04,245.95,240.63,243.28,1355768.381273555,543.87,28.14,1.612,1.03
2024-03-19,MSFT,Technology,250.08,253.77,246.1,249.51,27244578.197070137,335.58,15.33,1.11,0.97
2024-03-20,MSFT,Technology,249.54,252.07,247.53,249.46,7476395.386276208,329.42,19.17,1.167,1.43
2024-03-21,MSFT,Technology,252.47,253.03,250.01,251.64,13561608.91945023,581.52,23.36,0.569,1.27
2024-03-22,MSFT,Technology,249.12,251.32,247.57,249.31,2732476.2288498823,652.08,21.87,3.31,1.0
2024-03-25,MSFT,Technology,249.41,251.27,249.9,250.51,3885469.8270162838,246.15,15.85,1.635,0.62
2024-03-26,MSFT,Technology,257.38,260.14,255.09,257.23,3353521.6079816082,590.93,16.7,3.489,1.07
2024-03-27,MSFT,Technology,251.81,254.52,250.89,252.64,2228988.61724137,451.78,23.76,1.035,1.72
2024-03-28,MSFT,Technology,262.87,263.54,260.01,261.65,5555651.430062191,622.76,25.5,1.169,0.99
2024-03-29,MSFT,Technology,255.43,258.32,252.98,255.36,1761091.0250978267,172.94,19.66,0.0,1.47
2024-04-01,MSFT,Technology,253.7,255.99,250.38,253.56,5329540.891931648,256.4,30.76,1.586,0.83
2024-04-02,MSFT,Technology,251.37,251.5,248.69,250.35,2306717.524241315,563.47,20.01,2.502,1.44
2024-04-03,MSFT,Technology,249.74,251.07,248.32,249.43,4322391.705452301,157.75,35.11,3.129,0.81
2024-04-04,MSFT,Technology,245.73,247.25,244.66,246.22,9094155.162922285,229.45,9.61,2.431,1.34
2024-04-05,MSFT,Technology,242.25,245.69,239.1,242.75,2978381.2480859635,591.94,26.68,0.0,1.18
2024-04-08,MSFT,Technology,238.31,240.41,235.67,238.31,5644299.462782292,601.39,17.29,0.444,1.32
2024-04-09,MSFT,Technology,241.81,242.9,237.69,240.93,2289324.013187725,533.8,14.0,0.307,1.82
2024-04-10,MSFT,Technology,240.89,241.66,238.4,240.18,1429830.1421783888,180.24,22.13,2.561,1.74
2024-04-11,MSFT,Technology,239.53,240.03,236.36,238.43,10461478.882989442,234.13,8.52,1.186,0.69
2024-04-12,MSFT,Technology,238.65,241.45,238.02,239.67,5517284.758908906,255.98,25.42,1.166,0.48
2024-04-15,MSFT,Technology,233.57,236.75,231.29,234.11,2975449.2588845845,520.59,44.99,1.859,1.57
2024-04-16,MSFT,Technology,234.43,237.77,233.39,235.42,5322672.370779161,203.74,20.69,0.0,0.67
2024-04-17,MSFT,Technology,235.82,237.83,232.81,235.23,1604822.1776179548,432.17,28.36,0.871,1.85
2024-04-18,MSFT,Technology,234.31,235.8,234.78,235.16,4455133.926310499,624.95,21.31,2.809,1.77
2024-04-19,MSFT,Technology,236.33,239.82,234.79,237.28,3805292.804036218,401.26,32.41,1.44,1.08
2024-04-22,MSFT,Technology,243.83,244.39,243.12,243.68,5154501.166925894,640.98,25.1,2.485,1.5
2024-04-23,MSFT,Technology,244.9,246.78,243.8,245.11,10316051.195275592,246.91,35.49,3.607,0.84
2024-04-24,MSFT,Technology,245.03,246.52,242.5,244.5,9009338.520664304,450.65,18.18,2.324,1.38
2024-04-25,MSFT,Technology,240.01,241.19,238.38,240.04,1236521.2377952186,177.64,23.53,0.0,1.19
2024-04-26,MSFT,Technology,230.86,232.31,230.21,231.03,808816.5362235452,352.44,18.88,2.817,1.06
2024-04-29,MSFT,Technology,231.49,232.5,230.07,231.66,3882527.6520713624,531.91,17.85,2.184,0.64
2024-04-30,MSFT,Technology,228.0,229.07,225.77,227.16,3680417.048936745,503.77,26.85,0.0,0.96
2024-05-01,MSFT,Technology,217.86,219.49,217.07,218.08,1475767.1321209876,292.62,37.58,1.787,1.12
2024-05-02,MSFT,Technology,216.65,218.87,214.98,217.01,1668542.4002185508,340.08,15.9,0.0,1.14
2024-05-03,MSFT,Technology,217.64,219.11,215.88,218.0,1906448.4846030497,288.13,15.7,1.388,0.68
2024-05-06,MSFT,Technology,220.08,223.52,217.46,220.74,8322889.6457693875,112.24,14.93,1.236,0.4
2024-05-07,MSFT,Technology,225.46,224.68,224.6,224.65,2348418.186487783,389.53,24.49,0.0,0.92
2024-05-08,MSFT,Technology,227.15,229.6,225.87,227.95,1140849.895358463,513.12,27.73,2.887,-0.22
2024-05-09,MSFT,Technology,232.35,233.07,229.1,231.4,3124853.147644567,403.46,20.79,0.0,0.62
2024-05-10,MSFT,Technology,225.64,227.19,225.04,226.13,3262779.793163622,395.55,37.4,1.843,0.76
2024-05-13,MSFT,Technology,226.65,226.82,224.46,225.75,1587260.4644637082,346.26,33.72,2.271,0.21
2024-05-14,MSFT,Technology,228.66,229.57,226.24,228.0,4941957.941484407,372.41,24.66,2.291,1.22
2024-05-15,MSFT,Technology,228.52,228.72,228.11,228.33,7246776.654784548,668.43,26.59,1.928,1.14
2024-05-16,MSFT,Technology,228.31,229.74,225.98,227.92,2549065.642542192,204.09,22.86,0.77,1.08
2024-05-17,MSFT,Technology,227.79,230.04,226.12,228.18,1140825.6396881025,235.05,24.19,4.104,1.23
2024-05-20,MSFT,Technology,229.41,230.72,227.98,229.24,2698963.548328249,295.25,19.54,2.202,0.66
2024-05-21,MSFT,Technology,228.64,232.66,226.69,229.12,4037641.461760791,340.56,10.21,1.78,0.96
2024-05-22,MSFT,Technology,225.96,227.74,224.26,226.18,721771.1482364137,319.67,23.44,3.719,1.26
2024-05-23,MSFT,Technology,220.76,221.86,218.89,220.17,4579323.63846785,288.77,2.7,0.574,1.19
2024-05-24,MSFT,Technology,219.05,222.92,217.01,219.61,2514291.585397974,450.81,39.14,3.228,0.8
2024-05-27,MSFT,Technology,220.71,223.02,215.68,219.96,3370602.993141659,601.24,20.98,0.412,1.21
2024-05-28,MSFT,Technology,220.01,220.95,219.53,220.28,2669131.9921676363,391.51,16.26,1.495,1.59
2024-05-29,MSFT,Technology,223.87,225.19,222.7,223.79,1929154.045383272,530.96,25.42,1.974,0.97
2024-05-30,MSFT,Technology,229.01,229.16,226.87,228.0,3024649.741545567,309.25,42.22,1.069,1.42
2024-05-31,MSFT,Technology,228.19,229.11,226.58,227.78,2289298.088045619,470.87,16.04,1.558,1.01
2024-06-03,MSFT,Technology,227.92,229.9,224.37,227.59,2545132.6223098044,393.43,19.55,2.204,0.33
2024-06-04,MSFT,Technology,230.32,230.87,228.57,229.83,1765081.4447465327,560.5,25.46,1.265,1.34
2024-06-05,MSFT,Technology,232.53,234.88,228.31,231.56,4759925.096806335,582.14,1.92,1.454,1.11
2024-06-06,MSFT,Technology,229.51,231.99,228.42,230.08,7769831.055643082,383.9,27.79,0.085,1.44
2024-06-07,MSFT,Technology,232.93,236.15,230.39,232.67,1773926.012475856,305.26,23.58,2.075,0.88
2024-06-10,MSFT,Technology,232.06,233.61,231.5,232.29,3012345.1916101514,431.94,28.23,1.548,0.6
2024-06-11,MSFT,Technology,230.85,233.39,230.72,231.99,1518698.456732912,340.92,22.21,1.726,1.3
2024-06-12,MSFT,Technology,232.88,237.04,231.67,233.76,4289254.85283867,526.53,25.09,0.45,0.47
2024-06-13,MSFT,Technology,232.39,234.38,230.83,232.8,3824621.728916903,256.67,22.4,0.617,1.44
2024-06-14,MSFT,Technology,233.46,235.2,231.7,233.31,2179761.8047518134,121.35,16.73,2.684,1.47
2024-06-17,MSFT,Technology,235.48,236.01,233.15,234.59,3085041.6354727386,664.79,27.97,2.581,1.38
2024-06-18,MSFT,Technology,238.51,239.04,236.26,237.82,5990544.833013107,507.69,5.15,3.285,1.45
2024-06-19,MSFT,Technology,240.96,242.18,238.69,240.83,1061124.6569665028,170.01,14.87,0.0,0.8
2024-06-20,MSFT,Technology,241.0,242.85,241.0,242.03,1323411.8944753865,205.07,17.68,1.365,0.18
2024-06-21,MSFT,Technology,231.6,232.7,231.21,232.09,4912454.242161344,152.59,15.84,2.152,1.37
2024-06-24,MSFT,Technology,232.85,236.5,230.09,233.16,3396087.161592446,689.26,41.04,2.069,1.72
2024-06-25,MSFT,Technology,235.09,236.81,233.41,234.81,3112333.4565387964,616.85,17.04,1.852,1.23
2024-06-26,MSFT,Technology,236.2,239.29,235.33,237.23,6325439.780271999,279.06,17.89,2.343,1.19
2024-06-27,MSFT,Technology,233.84,235.5,232.17,233.77,5352657.805677139,301.84,19.7,1.252,1.04
